tarea,tick_ms,us_inicio,us_fin,duracion_us
Calculo,23,27113,27282,169
Calculo,23,27282,27454,172
Calculo,23,27454,27613,159
Calculo,23,27613,27771,158
Calculo,23,27771,27930,159
Calculo,23,27930,28088,158
Calculo,23,28088,28261,173
Calculo,24,28261,28420,159
Calculo,24,28420,28578,158
Calculo,24,28578,28737,159
Calculo,24,28737,28895,158
Calculo,24,28895,29053,158
Calculo,24,29053,29243,190
Calculo,24,29243,29402,159
Calculo,24,29402,29561,159
Calculo,24,29561,29719,158
Calculo,24,29719,29878,159
Calculo,24,29878,30036,158
Calculo,24,30036,30194,158
Calculo,24,30194,30367,173
Calculo,25,30367,30526,159
Calculo,25,30526,30684,158
Calculo,25,30684,30843,159
Calculo,25,30843,31001,158
Calculo,25,31001,31159,158
Calculo,25,31159,31320,161
Calculo,25,31320,31479,159
Calculo,25,31479,31637,158
Calculo,25,31637,31795,158
Calculo,25,31795,31954,159
Calculo,25,31954,32112,158
Calculo,25,32112,32284,172
Calculo,26,32284,32443,159
Calculo,26,32443,32601,158
Calculo,26,32601,32760,159
Calculo,26,32760,32918,158
Calculo,26,32918,33076,158
Calculo,26,33076,33238,162
Calculo,26,33238,33407,169
Calculo,26,33407,33566,159
Calculo,26,33566,33724,158
Calculo,26,33724,33923,199
Calculo,27,33923,34082,159
Calculo,27,34082,34241,159
Calculo,27,34241,34414,173
Calculo,27,34414,34620,206
Calculo,27,34620,34779,159
Calculo,27,34779,34938,159
Calculo,27,34938,35116,178
Calculo,28,35116,35274,158
Calculo,28,35274,35433,159
Calculo,28,35433,35599,166
Calculo,28,35599,35757,158
Calculo,28,35757,35916,159
Calculo,28,35916,36092,176
Calculo,29,36092,36250,158
Calculo,29,36250,36409,159
Calculo,29,36409,36580,171
Calculo,29,36580,36738,158
Calculo,29,36738,36897,159
Calculo,29,36897,37073,176
Calculo,30,37073,37231,158
Calculo,30,37231,37390,159
Calculo,30,37390,37550,160
Calculo,30,37550,37714,164
Calculo,30,37714,37872,158
Calculo,30,37872,38031,159
Calculo,30,38031,38207,176
Calculo,31,38207,38366,159
Calculo,31,38366,38524,158
Calculo,31,38524,38690,166
Calculo,31,38690,38848,158
Calculo,31,38848,39006,158
Calculo,31,39006,39183,177
Calculo,32,39183,39341,158
Calculo,32,39341,39500,159
Calculo,32,39500,39665,165
Calculo,32,39665,39823,158
Calculo,32,39823,39981,158
Calculo,32,39981,40161,180
Calculo,33,40161,40319,158
Calculo,33,40319,40478,159
Calculo,33,40478,40636,158
Calculo,33,40636,40801,165
Calculo,33,40801,40960,159
Calculo,33,40960,41118,158
Calculo,33,41118,41295,177
Calculo,34,41295,41454,159
Calculo,34,41454,41612,158
Calculo,34,41612,41777,165
Calculo,34,41777,41936,159
Calculo,34,41936,42094,158
Calculo,34,42094,42270,176
Calculo,35,42270,42429,159
Calculo,35,42429,42587,158
Calculo,35,42587,42760,173
Calculo,35,42760,42930,170
Calculo,35,42930,43088,158
Calculo,35,43088,43247,159
Calculo,35,43247,43425,178
Calculo,36,43425,43583,158
Calculo,36,43583,43742,159
Calculo,36,43742,43908,166
Calculo,36,43908,44066,158
Calculo,36,44066,44225,159
Calculo,36,44225,44401,176
Calculo,37,44401,44559,158
Calculo,37,44559,44718,159
Calculo,37,44718,44883,165
Calculo,37,44883,45042,159
Calculo,37,45042,45200,158
Calculo,37,45200,45369,169
Calculo,38,45369,45529,160
Calculo,38,45529,45688,159
Calculo,38,45688,45893,205
Calculo,38,45893,46085,192
Calculo,38,46085,46244,159
Calculo,38,46244,46403,159
Calculo,38,46403,46589,186
Calculo,39,46589,46748,159
Calculo,39,46748,46907,159
Calculo,39,46907,47080,173
Calculo,39,47080,47239,159
Calculo,39,47239,47398,159
Calculo,39,47398,47574,176
Calculo,40,47574,47743,169
Calculo,40,47743,47902,159
Calculo,40,47902,48061,159
Calculo,40,48061,48240,179
Calculo,40,48240,48413,173
Calculo,40,48413,48586,173
Calculo,40,48586,48784,198
Calculo,41,48784,48959,175
Calculo,41,48959,49137,178
Calculo,41,49137,49318,181
Calculo,41,49318,49495,177
Calculo,41,49495,49673,178
Calculo,41,49673,49870,197
Calculo,42,49870,50049,179
Calculo,42,50049,50232,183
Calculo,42,50232,50408,176
Calculo,42,50408,50586,178
Calculo,42,50586,50783,197
Calculo,43,50783,50960,177
Calculo,43,50960,51137,177
Calculo,43,51137,51320,183
Calculo,43,51320,51496,176
Calculo,43,51496,51672,176
Calculo,43,51672,51863,191
Calculo,44,51863,52036,173
Calculo,44,52036,52209,173
Calculo,44,52209,52389,180
Calculo,44,52389,52562,173
Calculo,44,52562,52735,173
Calculo,44,52735,52994,259
Calculo,45,52994,53171,177
Calculo,45,53171,53355,184
Calculo,45,53355,53532,177
Calculo,45,53532,53710,178
Calculo,45,53710,53894,184
Calculo,45,53894,54072,178
Calculo,45,54072,54248,176
Calculo,45,54248,54445,197
Calculo,46,54445,54623,178
Calculo,46,54623,54801,178
Calculo,46,54801,54988,187
Calculo,46,54988,55165,177
Calculo,46,55165,55341,176
Calculo,46,55341,55537,196
Calculo,47,55537,55714,177
Calculo,47,55714,55889,175
Calculo,47,55889,56068,179
Calculo,47,56068,56241,173
Calculo,47,56241,56415,174
Calculo,47,56415,56606,191
Calculo,48,56606,56779,173
Calculo,48,56779,56955,176
Calculo,48,56955,57134,179
Calculo,48,57134,57311,177
Calculo,48,57311,57489,178
Calculo,48,57489,57686,197
Calculo,49,57686,57864,178
Calculo,49,57864,58041,177
Calculo,49,58041,58232,191
Calculo,49,58232,58408,176
Calculo,49,58408,58586,178
Calculo,49,58586,58852,266
Calculo,50,58852,59031,179
Calculo,50,59031,59214,183
Calculo,50,59214,59391,177
Calculo,50,59391,59567,176
Calculo,50,59567,59760,193
Calculo,51,59760,59937,177
Calculo,51,59937,60111,174
Calculo,51,60111,60295,184
Calculo,51,60295,60469,174
Calculo,51,60469,60642,173
Calculo,51,60642,60838,196
Calculo,52,60838,61012,174
Calculo,52,61012,61185,173
Calculo,52,61185,61366,181
Calculo,52,61366,61544,178
Calculo,52,61544,61722,178
Calculo,52,61722,61920,198
Calculo,53,61920,62098,178
Calculo,53,62098,62276,178
Calculo,53,62276,62494,218
Calculo,53,62494,62671,177
Calculo,53,62671,62848,177
Calculo,53,62848,63025,177
Calculo,53,63025,63204,179
Calculo,53,63204,63397,193
Calculo,54,63397,63574,177
Calculo,54,63574,63750,176
Calculo,54,63750,63926,176
Calculo,54,63926,64103,177
Calculo,54,64103,64279,176
Calculo,54,64279,64455,176
Calculo,54,64455,64628,173
Calculo,54,64628,64801,173
Calculo,54,64801,64991,190
Calculo,55,64991,65164,173
Calculo,55,65164,65337,173
Calculo,55,65337,65511,174
Calculo,55,65511,65729,218
Calculo,55,65729,65909,180
Calculo,55,65909,66086,177
Calculo,55,66086,66272,186
Calculo,55,66272,66450,178
Calculo,55,66450,66628,178
Calculo,55,66628,66805,177
Calculo,55,66805,66999,194
Calculo,56,66999,67177,178
Calculo,56,67177,67354,177
Calculo,56,67354,67531,177
Calculo,56,67531,67707,176
Calculo,56,67707,67886,179
Calculo,56,67886,68063,177
Calculo,56,68063,68239,176
Calculo,56,68239,68412,173
Calculo,56,68412,68586,174
Calculo,56,68586,68759,173
Calculo,56,68759,68947,188
Calculo,57,68947,69151,204
Calculo,57,69151,69325,174
Calculo,57,69325,69500,175
Calculo,57,69500,69677,177
Calculo,57,69677,69860,183
Calculo,57,69860,70037,177
Calculo,57,70037,70215,178
Calculo,57,70215,70393,178
Calculo,57,70393,70570,177
Calculo,57,70570,70747,177
Calculo,57,70747,70940,193
Calculo,58,70940,71117,177
Calculo,58,71117,71294,177
Calculo,58,71294,71470,176
Calculo,58,71470,71645,175
Calculo,58,71645,71821,176
Calculo,58,71821,71999,178
Calculo,58,71999,72173,174
Calculo,58,72173,72346,173
Calculo,58,72346,72519,173
Calculo,58,72519,72692,173
Calculo,58,72692,72881,189
Calculo,59,72881,73054,173
Calculo,59,73054,73227,173
Calculo,59,73227,73403,176
Calculo,59,73403,73581,178
Calculo,59,73581,73758,177
Calculo,59,73758,73948,190
Calculo,59,73948,74148,200
Calculo,59,74148,74307,159
Calculo,59,74307,74485,178
Calculo,59,74485,74655,170
Calculo,59,74655,74840,185
Calculo,60,74840,75006,166
Calculo,60,75006,75165,159
Calculo,60,75165,75381,216
Calculo,60,75381,75541,160
Calculo,60,75541,75700,159
Calculo,60,75700,75862,162
Calculo,60,75862,76021,159
Calculo,60,76021,76179,158
Calculo,60,76179,76338,159
Calculo,60,76338,76497,159
Calculo,60,76497,76656,159
Calculo,60,76656,76825,169
Calculo,61,76825,76984,159
Calculo,61,76984,77143,159
Calculo,61,77143,77301,158
Calculo,61,77301,77460,159
Calculo,61,77460,77618,158
Calculo,61,77618,77777,159
Calculo,61,77777,77938,161
Calculo,61,77938,78097,159
Calculo,61,78097,78255,158
Calculo,61,78255,78414,159
Calculo,61,78414,78572,158
Calculo,61,78572,78731,159
Calculo,61,78731,78903,172
Calculo,62,78903,79062,159
Calculo,62,79062,79275,213
Calculo,62,79275,79454,179
Calculo,62,79454,79633,179
Calculo,62,79633,79819,186
Calculo,62,79819,80003,184
Calculo,62,80003,80232,229
Calculo,62,80232,80390,158
Calculo,62,80390,80549,159
Calculo,62,80549,80707,158
Calculo,62,80707,80883,176
Calculo,63,80883,81041,158
Calculo,63,81041,81199,158
Calculo,63,81199,81358,159
Calculo,63,81358,81516,158
Calculo,63,81516,81674,158
Calculo,63,81674,81835,161
Calculo,63,81835,81994,159
Calculo,63,81994,82152,158
Calculo,63,82152,82311,159
Calculo,63,82311,82469,158
Calculo,63,82469,82628,159
Calculo,63,82628,82786,158
Calculo,63,82786,82959,173
Calculo,64,82959,83117,158
Calculo,64,83117,83276,159
Calculo,64,83276,83434,158
Calculo,64,83434,83592,158
Calculo,64,83592,83751,159
Calculo,64,83751,83912,161
Calculo,64,83912,84070,158
Calculo,64,84070,84229,159
Calculo,64,84229,84387,158
Calculo,64,84387,84545,158
Calculo,64,84545,84703,158
Calculo,64,84703,84890,187
Calculo,65,84890,85113,223
Calculo,65,85113,85272,159
Calculo,65,85272,85436,164
Calculo,65,85436,85594,158
Calculo,65,85594,85753,159
Calculo,65,85753,85935,182
Calculo,66,85935,86109,174
Calculo,66,86109,86282,173
Calculo,66,86282,86464,182
Calculo,66,86464,86638,174
Calculo,66,86638,86811,173
Calculo,66,86811,87003,192
Calculo,67,87003,87180,177
Calculo,67,87180,87358,178
Calculo,67,87358,87540,182
Calculo,67,87540,87718,178
Calculo,67,87718,87896,178
Calculo,67,87896,88094,198
Calculo,68,88094,88271,177
Calculo,68,88271,88447,176
Calculo,68,88447,88630,183
Calculo,68,88630,88809,179
Calculo,68,88809,88987,178
Calculo,68,88987,89203,216
Calculo,69,89203,89379,176
Calculo,69,89379,89555,176
Calculo,69,89555,89737,182
Calculo,69,89737,89915,178
Calculo,69,89915,90091,176
Calculo,69,90091,90314,223
Calculo,70,90314,90491,177
Calculo,70,90491,90701,210
Calculo,70,90701,90875,174
Calculo,70,90875,91048,173
Calculo,70,91048,91238,190
Calculo,71,91238,91411,173
Calculo,71,91411,91584,173
Calculo,71,91584,91791,207
Calculo,71,91791,91964,173
Calculo,71,91964,92139,175
Calculo,71,92139,92333,194
Calculo,72,92333,92510,177
Calculo,72,92510,92692,182
Calculo,72,92692,92868,176
Calculo,72,92868,93045,177
Calculo,72,93045,93239,194
Calculo,73,93239,93415,176
Calculo,73,93415,93591,176
Calculo,73,93591,93772,181
Calculo,73,93772,93949,177
Calculo,73,93949,94125,176
Calculo,73,94125,94319,194
Calculo,74,94319,94495,176
Calculo,74,94495,94671,176
Calculo,74,94671,94849,178
Calculo,74,94849,95023,174
Calculo,74,95023,95196,173
Calculo,74,95196,95386,190
Calculo,75,95386,95559,173
Calculo,75,95559,95733,174
Calculo,75,95733,95982,249
Calculo,75,95982,96184,202
Calculo,75,96184,96369,185
Calculo,76,96369,96528,159
Calculo,76,96528,96687,159
Calculo,76,96687,96848,161
Calculo,76,96848,97017,169
Calculo,76,97017,97175,158
Calculo,76,97175,97334,159
Calculo,76,97334,97518,184
Calculo,77,97518,97677,159
Calculo,77,97677,97835,158
Calculo,77,97835,98006,171
Calculo,77,98006,98165,159
Calculo,77,98165,98324,159
Calculo,77,98324,98500,176
Calculo,78,98500,98658,158
Calculo,78,98658,98817,159
Calculo,78,98817,98975,158
Calculo,78,98975,99139,164
Calculo,78,99139,99298,159
Calculo,78,99298,99456,158
Calculo,78,99456,99644,188
Calculo,79,99644,99818,174
Calculo,79,99818,99992,174
Calculo,79,99992,100179,187
Calculo,79,100179,100352,173
Calculo,79,100352,100530,178
Calculo,79,100530,100727,197
Calculo,80,100727,100904,177
Calculo,80,100904,101080,176
Calculo,80,101080,101263,183
Calculo,80,101263,101440,177
Calculo,80,101440,101619,179
Calculo,80,101619,101814,195
Calculo,81,101814,101991,177
Calculo,81,101991,102173,182
Calculo,81,102173,102352,179
Calculo,81,102352,102529,177
Calculo,81,102529,102723,194
Calculo,82,102723,102899,176
Calculo,82,102899,103075,176
Calculo,82,103075,103257,182
Calculo,82,103257,103433,176
Calculo,82,103433,103606,173
Calculo,82,103606,103796,190
Calculo,83,103796,103969,173
Calculo,83,103969,104142,173
Calculo,83,104142,104331,189
Calculo,83,104331,104490,159
Calculo,83,104490,104649,159
Calculo,83,104649,104825,176
Calculo,84,104825,104984,159
Calculo,84,104984,105142,158
Calculo,84,105142,105301,159
Calculo,84,105301,105463,162
Calculo,84,105463,105622,159
Calculo,84,105622,105780,158
Calculo,84,105780,105955,175
Calculo,85,105955,106114,159
Calculo,85,106114,106272,158
Calculo,85,106272,106435,163
Calculo,85,106435,106593,158
Calculo,85,106593,106752,159
Calculo,85,106752,106926,174
Calculo,86,106926,107084,158
Calculo,86,107084,107243,159
Calculo,86,107243,107406,163
Calculo,86,107406,107564,158
Calculo,86,107564,107723,159
Calculo,86,107723,107881,158
Calculo,86,107881,108056,175
Calculo,87,108056,108214,158
Calculo,87,108214,108373,159
Calculo,87,108373,108551,178
Calculo,87,108551,108710,159
Calculo,87,108710,108868,158
Calculo,87,108868,109052,184
Calculo,88,109052,109210,158
Calculo,88,109210,109369,159
Calculo,88,109369,109529,160
Calculo,88,109529,109698,169
Calculo,88,109698,109857,159
Calculo,88,109857,110015,158
Calculo,88,110015,110198,183
Calculo,89,110198,110357,159
Calculo,89,110357,110516,159
Calculo,89,110516,110679,163
Calculo,89,110679,110837,158
Calculo,89,110837,110996,159
Calculo,89,110996,111172,176
Calculo,90,111172,111330,158
Calculo,90,111330,111488,158
Calculo,90,111488,111650,162
Calculo,90,111650,111810,160
Calculo,90,111810,111968,158
Calculo,90,111968,112127,159
Calculo,90,112127,112302,175
Calculo,91,112302,112500,198
Calculo,91,112500,112692,192
Calculo,91,112692,112869,177
Calculo,91,112869,113027,158
Calculo,91,113027,113186,159
Calculo,91,113186,113377,191
Calculo,92,113377,113550,173
Calculo,92,113550,113724,174
Calculo,92,113724,113906,182
Calculo,92,113906,114083,177
Calculo,92,114083,114260,177
Calculo,92,114260,114438,178
Calculo,92,114438,114616,178
Calculo,92,114616,114812,196
Calculo,93,114812,114989,177
Calculo,93,114989,115165,176
Calculo,93,115165,115343,178
Calculo,93,115343,115521,178
Calculo,93,115521,115698,177
Calculo,93,115698,115880,182
Calculo,93,115880,116056,176
Calculo,93,116056,116232,176
Calculo,93,116232,116426,194
Calculo,94,116426,116601,175
Calculo,94,116601,116774,173
Calculo,94,116774,116947,173
Calculo,94,116947,117121,174
Calculo,94,117121,117296,175
Calculo,94,117296,117469,173
Calculo,94,117469,117642,173
Calculo,94,117642,117817,175
Calculo,94,117817,117994,177
Calculo,94,117994,118172,178
Calculo,94,118172,118366,194
Calculo,95,118366,118544,178
Calculo,95,118544,118722,178
Calculo,95,118722,118900,178
Calculo,95,118900,119076,176
Calculo,95,119076,119252,176
Calculo,95,119252,119433,181
Calculo,95,119433,119611,178
Calculo,95,119611,119788,177
Calculo,95,119788,119965,177
Calculo,95,119965,120141,176
Calculo,95,120141,120334,193
Calculo,96,120334,120510,176
Calculo,96,120510,120685,175
Calculo,96,120685,120858,173
Calculo,96,120858,121031,173
Calculo,96,121031,121204,173
Calculo,96,121204,121380,176
Calculo,96,121380,121553,173
Calculo,96,121553,121726,173
Calculo,96,121726,121900,174
Calculo,96,121900,122077,177
Calculo,96,122077,122257,180
Calculo,96,122257,122445,188
Calculo,97,122445,122623,178
Calculo,97,122623,122800,177
Calculo,97,122800,122978,178
Calculo,97,122978,123155,177
Calculo,97,123155,123335,180
Calculo,97,123335,123513,178
Calculo,97,123513,123690,177
Calculo,97,123690,123867,177
Calculo,97,123867,124043,176
Calculo,97,124043,124219,176
Calculo,97,124219,124411,192
Calculo,98,124411,124585,174
Calculo,98,124585,124759,174
Calculo,98,124759,124932,173
Calculo,98,124932,125105,173
Calculo,98,125105,125284,179
Calculo,98,125284,125464,180
Calculo,98,125464,125645,181
Calculo,98,125645,125822,177
Calculo,98,125822,126015,193
Calculo,99,126015,126192,177
Calculo,99,126192,126369,177
Calculo,99,126369,126552,183
Calculo,99,126552,126730,178
Calculo,99,126730,126925,195
Calculo,100,126925,127100,175
Calculo,100,127100,127278,178
Calculo,100,127278,127461,183
Calculo,100,127461,127638,177
Calculo,100,127638,127816,178
Calculo,100,127816,128010,194
Calculo,101,128010,128186,176
Calculo,101,128186,128362,176
Calculo,101,128362,128543,181
Calculo,101,128543,128716,173
Calculo,101,128716,128889,173
Calculo,101,128889,129078,189
Calculo,102,129078,129278,200
Calculo,102,129278,129452,174
Calculo,102,129452,129629,177
Calculo,102,129629,129804,175
Calculo,102,129804,129981,177
Calculo,102,129981,130181,200
Calculo,103,130181,130358,177
Calculo,103,130358,130535,177
Calculo,103,130535,130718,183
Calculo,103,130718,130896,178
Calculo,103,130896,131072,176
Calculo,103,131072,131266,194
Calculo,104,131266,131444,178
Calculo,104,131444,131626,182
Calculo,104,131626,131804,178
Calculo,104,131804,131980,176
Calculo,104,131980,132173,193
Calculo,105,132173,132349,176
Calculo,105,132349,132525,176
Calculo,105,132525,132704,179
Calculo,105,132704,132877,173
Calculo,105,132877,133050,173
Calculo,105,133050,133239,189
Calculo,106,133239,133413,174
Calculo,106,133413,133586,173
Calculo,106,133586,133765,179
Calculo,106,133765,133943,178
Calculo,106,133943,134120,177
Calculo,106,134120,134316,196
Calculo,107,134316,134493,177
Calculo,107,134493,134671,178
Calculo,107,134671,134853,182
Calculo,107,134853,135029,176
Calculo,107,135029,135206,177
Calculo,107,135206,135401,195
Calculo,108,135401,135579,178
Calculo,108,135579,135758,179
Calculo,108,135758,135941,183
Calculo,108,135941,136123,182
Calculo,108,136123,136315,192
Calculo,108,136315,136493,178
Calculo,109,136493,136662,169
Calculo,109,136662,136822,160
Calculo,109,136822,136996,174
Calculo,109,136996,137171,175
Calculo,109,137171,137339,168
Calculo,109,137339,137520,181
Calculo,110,137520,137697,177
Calculo,110,137697,137870,173
Calculo,110,137870,138048,178
Calculo,110,138048,138228,180
Calculo,110,138228,138435,207
Calculo,110,138435,138612,177
Calculo,110,138612,138809,197
Calculo,111,138809,138987,178
Calculo,111,138987,139168,181
Calculo,111,139168,139347,179
Calculo,111,139347,139524,177
Calculo,111,139524,139702,178
Calculo,111,139702,139928,226
Calculo,112,139928,140106,178
Calculo,112,140106,140286,180
Calculo,112,140286,140464,178
Calculo,112,140464,140642,178
Calculo,112,140642,140846,204
Calculo,113,140846,141022,176
Calculo,113,141022,141196,174
Calculo,113,141196,141373,177
Calculo,113,141373,141547,174
Calculo,113,141547,141721,174
Calculo,113,141721,141895,174
Calculo,113,141895,142089,194
Calculo,114,142089,142266,177
Calculo,114,142266,142454,188
Calculo,114,142454,142637,183
Calculo,114,142637,142818,181
Calculo,114,142818,143003,185
Calculo,114,143003,143207,204
Calculo,114,143207,143410,203
Calculo,114,143410,143633,223
Calculo,115,143633,143844,211
Calculo,115,143844,144046,202
Calculo,115,144046,144251,205
Calculo,115,144251,144446,195
Calculo,115,144446,144653,207
Calculo,115,144653,144851,198
Calculo,115,144851,145136,285
Calculo,115,145136,145337,201
Calculo,115,145337,145571,234
Calculo,116,145571,145773,202
Calculo,116,145773,146027,254
Calculo,116,146027,146225,198
Calculo,116,146225,146430,205
Calculo,116,146430,146640,210
Calculo,116,146640,146844,204
Calculo,116,146844,147045,201
Calculo,117,147045,147247,202
Calculo,117,147247,147456,209
Calculo,117,147456,147642,186
Calculo,117,147642,147829,187
Calculo,117,147829,148023,194
Calculo,117,148023,148202,179
Calculo,117,148202,148391,189
Calculo,117,148391,148621,230
Calculo,118,148621,148838,217
Calculo,118,148838,149041,203
Calculo,118,149041,149248,207
Calculo,118,149248,149463,215
Calculo,118,149463,149674,211
Calculo,118,149674,149888,214
Calculo,118,149888,150093,205
Calculo,119,150093,150287,194
Calculo,119,150287,150504,217
Calculo,119,150504,150709,205
Calculo,119,150709,150890,181
Calculo,119,150890,151080,190
Calculo,119,151080,151335,255
Calculo,119,151335,151525,190
Calculo,119,151525,151725,200
Calculo,119,151725,151938,213
Calculo,120,151938,152136,198
Calculo,120,152136,152343,207
Calculo,120,152343,152542,199
Calculo,120,152542,152747,205
Calculo,120,152747,152951,204
Calculo,121,152951,153153,202
Calculo,121,153153,153368,215
Calculo,121,153368,153572,204
Calculo,121,153572,153774,202
Calculo,121,153774,153968,194
Calculo,121,153968,154171,203
Calculo,122,154171,154365,194
Calculo,122,154365,154560,195
Calculo,122,154560,154746,186
Calculo,122,154746,154914,168
Calculo,122,154914,155074,160
Calculo,122,155074,155251,177
Calculo,123,155251,155410,159
Calculo,123,155410,155569,159
Calculo,123,155569,155738,169
Calculo,123,155738,155897,159
Calculo,123,155897,156056,159
Calculo,123,156056,156233,177
Calculo,124,156233,156392,159
Calculo,124,156392,156552,160
Calculo,124,156552,156717,165
Calculo,124,156717,156876,159
Calculo,124,156876,157036,160
Calculo,124,157036,157230,194
Calculo,125,157230,157395,165
Calculo,125,157395,157558,163
Calculo,125,157558,157721,163
Calculo,125,157721,157880,159
Calculo,125,157880,158038,158
Calculo,125,158038,158197,159
Calculo,125,158197,158372,175
Calculo,126,158372,158531,159
Calculo,126,158531,158689,158
Calculo,126,158689,158863,174
Calculo,126,158863,159042,179
Calculo,126,159042,159343,301
Calculo,127,159343,159507,164
Calculo,127,159507,159666,159
Calculo,127,159666,159833,167
Calculo,127,159833,159992,159
Calculo,127,159992,160160,168
Calculo,127,160160,160353,193
Calculo,128,160353,160521,168
Calculo,128,160521,160680,159
Calculo,128,160680,160845,165
Calculo,128,160845,161003,158
Calculo,128,161003,161162,159
Calculo,128,161162,161321,159
Calculo,128,161321,161497,176
Calculo,129,161497,161657,160
Calculo,129,161657,161815,158
Calculo,129,161815,161975,160
Calculo,129,161975,162134,159
Calculo,129,162134,162293,159
Calculo,129,162293,162516,223
Calculo,129,162516,162692,176
Calculo,129,162692,162871,179
Calculo,129,162871,163049,178
Calculo,129,163049,163227,178
Calculo,129,163227,163438,211
