tarea,tick_ms,us_inicio,us_fin,duracion_us
TrabajoA,2977,3883011,3885006,1995
TrabajoB,2978,3885006,3887008,2002
TrabajoA,2979,3887008,3888998,1990
TrabajoB,2980,3888998,3890991,1993
TrabajoA,2981,3890991,3892986,1995
TrabajoB,2982,3892986,3894981,1995
TrabajoA,2983,3894981,3896995,2014
TrabajoB,2984,3896995,3898969,1974
TrabajoA,2985,3898969,3900963,1994
TrabajoB,2986,3900963,3902958,1995
TrabajoA,2987,3902958,3904954,1996
TrabajoB,2988,3904954,3906948,1994
TrabajoA,2989,3906948,3908950,2002
TrabajoB,2990,3908950,3910084,1134
TrabajoA,2991,3910084,3911114,1030
TrabajoB,2992,3911114,3912205,1091
TrabajoA,2993,3912205,3913241,1036
TrabajoB,2994,3913241,3914278,1037
TrabajoA,2995,3914278,3915316,1038
TrabajoB,2996,3915316,3916353,1037
TrabajoA,2997,3916353,3917390,1037
TrabajoB,2998,3917390,3918427,1037
TrabajoA,2999,3918427,3919464,1037
TrabajoB,3000,3919464,3920506,1042
TrabajoA,3001,3920506,3921611,1105
TrabajoB,3002,3921611,3922688,1077
TrabajoA,3003,3922688,3923877,1189
TrabajoB,3004,3923877,3924967,1090
TrabajoA,3005,3924967,3926005,1038
TrabajoB,3006,3926005,3927041,1036
TrabajoA,3007,3927041,3928077,1036
TrabajoB,3008,3928077,3929114,1037
TrabajoA,3009,3929114,3930151,1037
TrabajoB,3010,3930151,3931187,1036
TrabajoA,3011,3931187,3932706,1519
TrabajoB,3012,3932706,3934703,1997
TrabajoA,3013,3934703,3936698,1995
TrabajoB,3014,3936698,3938692,1994
TrabajoA,3015,3938692,3940693,2001
TrabajoB,3016,3940693,3942680,1987
TrabajoA,3017,3942680,3944679,1999
TrabajoB,3018,3944679,3945784,1105
TrabajoA,3019,3945784,3946852,1068
TrabajoB,3020,3946852,3947947,1095
TrabajoA,3021,3947947,3949014,1067
TrabajoB,3022,3949014,3950055,1041
TrabajoA,3023,3950055,3951126,1071
TrabajoB,3024,3951126,3952166,1040
TrabajoA,3025,3952166,3953210,1044
TrabajoB,3026,3953210,3954278,1068
TrabajoA,3027,3954278,3955545,1267
TrabajoB,3028,3955545,3956579,1034
TrabajoA,3029,3956579,3957658,1079
TrabajoB,3030,3957658,3958779,1121
TrabajoA,3031,3958779,3959847,1068
TrabajoB,3032,3959847,3960910,1063
TrabajoA,3033,3960910,3962053,1143
TrabajoB,3034,3962053,3963087,1034
TrabajoA,3035,3963087,3964119,1032
TrabajoB,3036,3964119,3965154,1035
TrabajoA,3037,3965154,3966187,1033
TrabajoB,3038,3966187,3967221,1034
TrabajoA,3039,3967221,3968259,1038
TrabajoB,3040,3968259,3969293,1034
TrabajoA,3041,3969293,3970403,1110
TrabajoB,3042,3970403,3971483,1080
TrabajoA,3043,3971483,3972551,1068
TrabajoB,3044,3972551,3973693,1142
TrabajoA,3045,3973693,3974733,1040
TrabajoB,3046,3974733,3976728,1995
TrabajoA,3047,3976728,3978722,1994
TrabajoB,3048,3978722,3980719,1997
TrabajoA,3049,3980719,3982712,1993
TrabajoB,3050,3982712,3984705,1993
TrabajoA,3051,3984705,3986705,2000
TrabajoB,3052,3986705,3988696,1991
TrabajoA,3053,3988696,3990690,1994
TrabajoB,3054,3990690,3992684,1994
TrabajoA,3055,3992684,3994681,1997
TrabajoB,3056,3994681,3996673,1992
TrabajoA,3057,3996673,3998252,1579
TrabajoB,3058,3998252,3999403,1151
TrabajoA,3059,3999403,4000492,1089
TrabajoB,3060,4000492,4001605,1113
TrabajoA,3061,4001605,4002641,1036
TrabajoB,3062,4002641,4003680,1039
TrabajoA,3063,4003680,4004716,1036
TrabajoB,3064,4004716,4005753,1037
TrabajoA,3065,4005753,4006789,1036
TrabajoB,3066,4006789,4007826,1037
TrabajoA,3067,4007826,4008863,1037
TrabajoB,3068,4008863,4009899,1036
TrabajoA,3069,4009899,4010994,1095
TrabajoB,3070,4010994,4012135,1141
TrabajoA,3071,4012135,4013203,1068
TrabajoB,3072,4013203,4014245,1042
TrabajoA,3073,4014245,4015278,1033
TrabajoB,3074,4015278,4016312,1034
TrabajoA,3075,4016312,4017375,1063
TrabajoB,3076,4017375,4018411,1036
TrabajoA,3077,4018411,4019448,1037
TrabajoB,3078,4019448,4020490,1042
TrabajoA,3079,4020490,4021553,1063
TrabajoB,3080,4021553,4022643,1090
TrabajoA,3081,4022643,4023732,1089
TrabajoB,3082,4023732,4024848,1116
TrabajoA,3083,4024848,4025911,1063
TrabajoB,3084,4025911,4026947,1036
TrabajoA,3085,4026947,4028947,2000
TrabajoB,3086,4028947,4030448,1501
TrabajoA,3087,4030448,4032445,1997
TrabajoB,3088,4032445,4034438,1993
TrabajoA,3089,4034438,4036432,1994
TrabajoB,3090,4036432,4038430,1998
TrabajoA,3091,4038430,4040423,1993
TrabajoB,3092,4040423,4042416,1993
TrabajoA,3093,4042416,4044411,1995
TrabajoB,3094,4044411,4046405,1994
TrabajoA,3095,4046405,4048410,2005
TrabajoB,3096,4048410,4050008,1598
TrabajoA,3097,4050008,4051044,1036
TrabajoB,3098,4051044,4052112,1068
TrabajoA,3099,4052112,4053197,1085
TrabajoB,3100,4053197,4054250,1053
TrabajoA,3101,4054250,4055290,1040
TrabajoB,3102,4055290,4056323,1033
TrabajoA,3103,4056323,4057372,1049
TrabajoB,3104,4057372,4058401,1029
TrabajoA,3105,4058401,4059457,1056
TrabajoB,3106,4059457,4060489,1032
TrabajoA,3107,4060489,4061604,1115
TrabajoB,3108,4061604,4062667,1063
TrabajoA,3109,4062667,4063751,1084
TrabajoB,3110,4063751,4064815,1064
TrabajoA,3111,4064815,4065848,1033
TrabajoB,3112,4065848,4066883,1035
TrabajoA,3113,4066883,4067917,1034
TrabajoB,3114,4067917,4068952,1035
TrabajoA,3115,4068952,4069987,1035
TrabajoB,3116,4069987,4071074,1087
TrabajoA,3117,4071074,4072100,1026
TrabajoB,3118,4072100,4073180,1080
TrabajoA,3119,4073180,4074294,1114
TrabajoB,3120,4074294,4075383,1089
TrabajoA,3121,4075383,4076419,1036
TrabajoB,3122,4076419,4077524,1105
TrabajoA,3123,4077524,4079060,1536
TrabajoB,3124,4079060,4080546,1486
TrabajoA,3125,4080546,4082541,1995
TrabajoB,3126,4082541,4084536,1995
TrabajoA,3127,4084536,4086530,1994
TrabajoB,3128,4086530,4088528,1998
TrabajoA,3129,4088528,4090521,1993
TrabajoB,3130,4090521,4092514,1993
TrabajoA,3131,4092514,4094512,1998
TrabajoB,3132,4094512,4096505,1993
TrabajoA,3133,4096505,4098497,1992
TrabajoB,3134,4098497,4100492,1995
TrabajoA,3135,4100492,4101565,1073
TrabajoB,3136,4101565,4102659,1094
TrabajoA,3137,4102659,4103764,1105
TrabajoB,3138,4103764,4104811,1047
TrabajoA,3139,4104811,4105850,1039
TrabajoB,3140,4105850,4106893,1043
TrabajoA,3141,4106893,4107933,1040
TrabajoB,3142,4107933,4108973,1040
TrabajoA,3143,4108973,4110116,1143
TrabajoB,3144,4110116,4111635,1519
TrabajoA,3145,4111635,4112680,1045
TrabajoB,3146,4112680,4113808,1128
TrabajoA,3147,4113808,4114950,1142
TrabajoB,3148,4114950,4115978,1028
TrabajoA,3149,4115978,4117039,1061
TrabajoB,3150,4117039,4118105,1066
TrabajoA,3151,4118105,4119153,1048
TrabajoB,3152,4119153,4120191,1038
TrabajoA,3153,4120191,4121228,1037
TrabajoB,3154,4121228,4122265,1037
TrabajoA,3155,4122265,4123302,1037
TrabajoB,3156,4123302,4124362,1060
TrabajoA,3157,4124362,4125507,1145
TrabajoB,3158,4125507,4126567,1060
TrabajoA,3159,4126567,4127648,1081
TrabajoB,3160,4127648,4128774,1126
TrabajoA,3161,4128774,4129845,1071
TrabajoB,3162,4129845,4131360,1515
TrabajoA,3163,4131360,4132861,1501
TrabajoB,3164,4132861,4134858,1997
TrabajoA,3165,4134858,4136853,1995
TrabajoB,3166,4136853,4138847,1994
TrabajoA,3167,4138847,4140845,1998
TrabajoB,3168,4140845,4142838,1993
TrabajoA,3169,4142838,4144830,1992
TrabajoB,3170,4144830,4146825,1995
TrabajoA,3171,4146825,4148823,1998
TrabajoB,3172,4148823,4150814,1991
TrabajoA,3173,4150814,4152809,1995
TrabajoB,3174,4152809,4153933,1124
TrabajoA,3175,4153933,4155040,1107
TrabajoB,3176,4155040,4156132,1092
TrabajoA,3177,4156132,4157163,1031
TrabajoB,3178,4157163,4158198,1035
TrabajoA,3179,4158198,4159233,1035
TrabajoB,3180,4159233,4160268,1035
TrabajoA,3181,4160268,4161303,1035
TrabajoB,3182,4161303,4162338,1035
TrabajoA,3183,4162338,4163376,1038
TrabajoB,3184,4163376,4164468,1092
TrabajoA,3185,4164468,4165583,1115
TrabajoB,3186,4165583,4166665,1082
TrabajoA,3187,4166665,4167722,1057
TrabajoB,3188,4167722,4168753,1031
TrabajoA,3189,4168753,4169785,1032
TrabajoB,3190,4169785,4170881,1096
TrabajoA,3191,4170881,4171929,1048
TrabajoB,3192,4171929,4172957,1028
TrabajoA,3193,4172957,4174004,1047
TrabajoB,3194,4174004,4175031,1027
TrabajoA,3195,4175031,4176061,1030
TrabajoB,3196,4176061,4177230,1169
TrabajoA,3197,4177230,4178350,1120
TrabajoB,3198,4178350,4179422,1072
TrabajoA,3199,4179422,4180457,1035
TrabajoB,3200,4180457,4181494,1037
TrabajoA,3201,4181494,4183013,1519
TrabajoB,3202,4183013,4184514,1501
TrabajoA,3203,4184514,4186517,2003
TrabajoB,3204,4186517,4188511,1994
TrabajoA,3205,4188511,4190502,1991
TrabajoB,3206,4190502,4192496,1994
TrabajoA,3207,4192496,4194092,1596
TrabajoB,3208,4194092,4195126,1034
TrabajoA,3209,4195126,4196217,1091
TrabajoB,3210,4196217,4197343,1126
TrabajoA,3211,4197343,4198382,1039
TrabajoB,3212,4198382,4199435,1053
TrabajoA,3213,4199435,4200455,1020
TrabajoB,3214,4200455,4201541,1086
TrabajoA,3215,4201541,4202567,1026
TrabajoB,3216,4202567,4203596,1029
TrabajoA,3217,4203596,4204629,1033
TrabajoB,3218,4204629,4205655,1026
TrabajoA,3219,4205655,4206787,1132
TrabajoB,3220,4206787,4207823,1036
TrabajoA,3221,4207823,4208915,1092
TrabajoB,3222,4208915,4209978,1063
TrabajoA,3223,4209978,4211067,1089
TrabajoB,3224,4211067,4212104,1037
TrabajoA,3225,4212104,4213140,1036
TrabajoB,3226,4213140,4214178,1038
TrabajoA,3227,4214178,4215213,1035
TrabajoB,3228,4215213,4216323,1110
TrabajoA,3229,4216323,4217352,1029
TrabajoB,3230,4217352,4218451,1099
TrabajoA,3231,4218451,4219512,1061
TrabajoB,3232,4219512,4220548,1036
TrabajoA,3233,4220548,4221622,1074
TrabajoB,3234,4221622,4222655,1033
TrabajoA,3235,4222655,4224654,1999
TrabajoB,3236,4224654,4226647,1993
TrabajoA,3237,4226647,4228641,1994
TrabajoB,3238,4228641,4230637,1996
TrabajoA,3239,4230637,4232634,1997
TrabajoB,3240,4232634,4234626,1992
TrabajoA,3241,4234626,4236620,1994
TrabajoB,3242,4236620,4238620,2000
TrabajoA,3243,4238620,4240609,1989
TrabajoB,3244,4240609,4242604,1995
TrabajoA,3245,4242604,4244598,1994
TrabajoB,3246,4244598,4246173,1575
TrabajoA,3247,4246173,4247369,1196
TrabajoB,3248,4247369,4248462,1093
TrabajoA,3249,4248462,4249499,1037
TrabajoB,3250,4249499,4250536,1037
TrabajoA,3251,4250536,4251573,1037
TrabajoB,3252,4251573,4252608,1035
TrabajoA,3253,4252608,4253667,1059
TrabajoB,3254,4253667,4254707,1040
TrabajoA,3255,4254707,4255736,1029
TrabajoB,3256,4255736,4256771,1035
TrabajoA,3257,4256771,4257806,1035
TrabajoB,3258,4257806,4258877,1071
TrabajoA,3259,4258877,4260022,1145
TrabajoB,3260,4260022,4261135,1113
TrabajoA,3261,4261135,4262198,1063
TrabajoB,3262,4262198,4263270,1072
TrabajoA,3263,4263270,4264303,1033
TrabajoB,3264,4264303,4265337,1034
TrabajoA,3265,4265337,4266372,1035
TrabajoB,3266,4266372,4267406,1034
TrabajoA,3267,4267406,4268446,1040
TrabajoB,3268,4268446,4269481,1035
TrabajoA,3269,4269481,4270547,1066
TrabajoB,3270,4270547,4271638,1091
TrabajoA,3271,4271638,4272700,1062
TrabajoB,3272,4272700,4273762,1062
TrabajoA,3273,4273762,4274875,1113
TrabajoB,3274,4274875,4276872,1997
TrabajoA,3275,4276872,4278378,1506
TrabajoB,3276,4278378,4280371,1993
TrabajoA,3277,4280371,4282365,1994
TrabajoB,3278,4282365,4284359,1994
TrabajoA,3279,4284359,4286354,1995
TrabajoB,3280,4286354,4288352,1998
TrabajoA,3281,4288352,4290343,1991
TrabajoB,3282,4290343,4292338,1995
TrabajoA,3283,4292338,4294335,1997
TrabajoB,3284,4294335,4296327,1992
TrabajoA,3285,4296327,4297913,1586
TrabajoB,3286,4297913,4299017,1104
TrabajoA,3287,4299017,4300113,1096
TrabajoB,3288,4300113,4301151,1038
TrabajoA,3289,4301151,4302191,1040
TrabajoB,3290,4302191,4303232,1041
TrabajoA,3291,4303232,4304279,1047
TrabajoB,3292,4304279,4305313,1034
TrabajoA,3293,4305313,4306353,1040
TrabajoB,3294,4306353,4307393,1040
TrabajoA,3295,4307393,4308433,1040
TrabajoB,3296,4308433,4309595,1162
TrabajoA,3297,4309595,4310615,1020
TrabajoB,3298,4310615,4311671,1056
TrabajoA,3299,4311671,4312766,1095
TrabajoB,3300,4312766,4313834,1068
TrabajoA,3301,4313834,4314870,1036
TrabajoB,3302,4314870,4315907,1037
TrabajoA,3303,4315907,4316944,1037
TrabajoB,3304,4316944,4317981,1037
TrabajoA,3305,4317981,4319018,1037
TrabajoB,3306,4319018,4320054,1036
TrabajoA,3307,4320054,4321147,1093
TrabajoB,3308,4321147,4322261,1114
TrabajoA,3309,4322261,4323294,1033
TrabajoB,3310,4323294,4324421,1127
TrabajoA,3311,4324421,4325485,1064
TrabajoB,3312,4325485,4326522,1037
TrabajoA,3313,4326522,4328522,2000
TrabajoB,3314,4328522,4330023,1501
TrabajoA,3315,4330023,4332018,1995
TrabajoB,3316,4332018,4334014,1996
TrabajoA,3317,4334014,4336007,1993
TrabajoB,3318,4336007,4338003,1996
TrabajoA,3319,4338003,4340007,2004
TrabajoB,3320,4340007,4341997,1990
TrabajoA,3321,4341997,4343990,1993
TrabajoB,3322,4343990,4345981,1991
TrabajoA,3323,4345981,4347975,1994
TrabajoB,3324,4347975,4349971,1996
TrabajoA,3325,4349971,4351009,1038
TrabajoB,3326,4351009,4352110,1101
TrabajoA,3327,4352110,4353201,1091
TrabajoB,3328,4353201,4354253,1052
TrabajoA,3329,4354253,4355429,1176
TrabajoB,3330,4355429,4356478,1049
TrabajoA,3331,4356478,4357514,1036
TrabajoB,3332,4357514,4358547,1033
TrabajoA,3333,4358547,4359616,1069
TrabajoB,3334,4359616,4360719,1103
TrabajoA,3335,4360719,4362335,1616
TrabajoB,3336,4362335,4364159,1824
TrabajoA,3337,4364159,4366155,1996
TrabajoB,3338,4366155,4368149,1994
TrabajoA,3339,4368149,4369663,1514
TrabajoB,3340,4369663,4370979,1316
TrabajoA,3341,4370979,4372006,1027
TrabajoB,3342,4372006,4373044,1038
TrabajoA,3343,4373044,4374153,1109
TrabajoB,3344,4374153,4375245,1092
TrabajoA,3345,4375245,4376307,1062
TrabajoB,3346,4376307,4377344,1037
TrabajoA,3347,4377344,4378377,1033
TrabajoB,3348,4378377,4379412,1035
TrabajoA,3349,4379412,4380520,1108
TrabajoB,3350,4380520,4381592,1072
TrabajoA,3351,4381592,4382687,1095
TrabajoB,3352,4382687,4383724,1037
TrabajoA,3353,4383724,4384760,1036
TrabajoB,3354,4384760,4385862,1102
TrabajoA,3355,4385862,4387442,1580
TrabajoB,3356,4387442,4388940,1498
TrabajoA,3357,4388940,4390939,1999
TrabajoB,3358,4390939,4392933,1994
TrabajoA,3359,4392933,4394930,1997
TrabajoB,3360,4394930,4396923,1993
TrabajoA,3361,4396923,4398921,1998
TrabajoB,3362,4398921,4400917,1996
TrabajoA,3363,4400917,4402912,1995
TrabajoB,3364,4402912,4404904,1992
TrabajoA,3365,4404904,4406897,1993
TrabajoB,3366,4406897,4408892,1995
TrabajoA,3367,4408892,4410886,1994
TrabajoB,3368,4410886,4412441,1555
TrabajoA,3369,4412441,4413475,1034
TrabajoB,3370,4413475,4414505,1030
TrabajoA,3371,4414505,4415538,1033
TrabajoB,3372,4415538,4416675,1137
TrabajoA,3373,4416675,4417709,1034
TrabajoB,3374,4417709,4418767,1058
TrabajoA,3375,4418767,4419830,1063
TrabajoB,3376,4419830,4420892,1062
TrabajoA,3377,4420892,4421922,1030
TrabajoB,3378,4421922,4423044,1122
TrabajoA,3379,4423044,4424137,1093
TrabajoB,3380,4424137,4425200,1063
TrabajoA,3381,4425200,4426289,1089
TrabajoB,3382,4426289,4427332,1043
TrabajoA,3383,4427332,4428364,1032
TrabajoB,3384,4428364,4429397,1033
TrabajoA,3385,4429397,4430436,1039
TrabajoB,3386,4430436,4431505,1069
TrabajoA,3387,4431505,4432776,1271
TrabajoB,3388,4432776,4433823,1047
TrabajoA,3389,4433823,4434858,1035
TrabajoB,3390,4434858,4435959,1101
TrabajoA,3391,4435959,4437025,1066
TrabajoB,3392,4437025,4438122,1097
TrabajoA,3393,4438122,4439218,1096
TrabajoB,3394,4439218,4440774,1556
TrabajoA,3395,4440774,4442766,1992
TrabajoB,3396,4442766,4444757,1991
TrabajoA,3397,4444757,4446761,2004
TrabajoB,3398,4446761,4448760,1999
TrabajoA,3399,4448760,4450744,1984
TrabajoB,3400,4450744,4452737,1993
TrabajoA,3401,4452737,4454737,2000
TrabajoB,3402,4454737,4456727,1990
TrabajoA,3403,4456727,4458720,1993
TrabajoB,3404,4458720,4460715,1995
TrabajoA,3405,4460715,4462704,1989
TrabajoB,3406,4462704,4464701,1997
TrabajoA,3407,4464701,4465792,1091
TrabajoB,3408,4465792,4466821,1029
TrabajoA,3409,4466821,4467852,1031
TrabajoB,3410,4467852,4468883,1031
TrabajoA,3411,4468883,4469916,1033
TrabajoB,3412,4469916,4470959,1043
TrabajoA,3413,4470959,4471988,1029
TrabajoB,3414,4471988,4473021,1033
TrabajoA,3415,4473021,4474113,1092
TrabajoB,3416,4474113,4475200,1087
TrabajoA,3417,4475200,4476284,1084
TrabajoB,3418,4476284,4477342,1058
TrabajoA,3419,4477342,4478467,1125
TrabajoB,3420,4478467,4479494,1027
TrabajoA,3421,4479494,4480520,1026
TrabajoB,3422,4480520,4481553,1033
TrabajoA,3423,4481553,4482583,1030
TrabajoB,3424,4482583,4483616,1033
TrabajoA,3425,4483616,4484648,1032
TrabajoB,3426,4484648,4485710,1062
TrabajoA,3427,4485710,4486766,1056
TrabajoB,3428,4486766,4487842,1076
TrabajoA,3429,4487842,4488899,1057
TrabajoB,3430,4488899,4489931,1032
TrabajoA,3431,4489931,4491018,1087
TrabajoB,3432,4491018,4492050,1032
TrabajoA,3433,4492050,4493566,1516
TrabajoB,3434,4493566,4495560,1994
TrabajoA,3435,4495560,4497553,1993
TrabajoB,3436,4497553,4499549,1996
TrabajoA,3437,4499549,4501542,1993
TrabajoB,3438,4501542,4503538,1996
TrabajoA,3439,4503538,4505535,1997
TrabajoB,3440,4505535,4507528,1993
TrabajoA,3441,4507528,4509522,1994
TrabajoB,3442,4509522,4511517,1995
TrabajoA,3443,4511517,4513511,1994
TrabajoB,3444,4513511,4515505,1994
TrabajoA,3445,4515505,4516570,1065
TrabajoB,3446,4516570,4517678,1108
TrabajoA,3447,4517678,4518764,1086
TrabajoB,3448,4518764,4519797,1033
TrabajoA,3449,4519797,4520830,1033
TrabajoB,3450,4520830,4521860,1030
TrabajoA,3451,4521860,4522891,1031
TrabajoB,3452,4522891,4523938,1047
TrabajoA,3453,4523938,4524974,1036
TrabajoB,3454,4524974,4526095,1121
TrabajoA,3455,4526095,4527127,1032
TrabajoB,3456,4527127,4528232,1105
TrabajoA,3457,4528232,4529293,1061
TrabajoB,3458,4529293,4530328,1035
TrabajoA,3459,4530328,4531430,1102
TrabajoB,3460,4531430,4532543,1113
TrabajoA,3461,4532543,4533580,1037
TrabajoB,3462,4533580,4534616,1036
TrabajoA,3463,4534616,4535653,1037
TrabajoB,3464,4535653,4536690,1037
TrabajoA,3465,4536690,4537729,1039
TrabajoB,3466,4537729,4538797,1068
TrabajoA,3467,4538797,4539915,1118
TrabajoB,3468,4539915,4541151,1236
TrabajoA,3469,4541151,4542188,1037
TrabajoB,3470,4542188,4543226,1038
TrabajoA,3471,4543226,4544292,1066
TrabajoB,3472,4544292,4545865,1573
TrabajoA,3473,4545865,4547366,1501
TrabajoB,3474,4547366,4549363,1997
TrabajoA,3475,4549363,4551357,1994
TrabajoB,3476,4551357,4553354,1997
TrabajoA,3477,4553354,4555358,2004
TrabajoB,3478,4555358,4557344,1986
TrabajoA,3479,4557344,4559336,1992
TrabajoB,3480,4559336,4561331,1995
TrabajoA,3481,4561331,4563325,1994
TrabajoB,3482,4563325,4565319,1994
TrabajoA,3483,4565319,4567315,1996
TrabajoB,3484,4567315,4568462,1147
TrabajoA,3485,4568462,4569538,1076
TrabajoB,3486,4569538,4570585,1047
TrabajoA,3487,4570585,4571626,1041
TrabajoB,3488,4571626,4572693,1067
TrabajoA,3489,4572693,4573717,1024
TrabajoB,3490,4573717,4574747,1030
TrabajoA,3491,4574747,4575779,1032
TrabajoB,3492,4575779,4576812,1033
TrabajoA,3493,4576812,4577843,1031
TrabajoB,3494,4577843,4578908,1065
TrabajoA,3495,4578908,4580043,1135
TrabajoB,3496,4580043,4581102,1059
TrabajoA,3497,4581102,4582162,1060
TrabajoB,3498,4582162,4583195,1033
TrabajoA,3499,4583195,4584230,1035
TrabajoB,3500,4584230,4585261,1031
TrabajoA,3501,4585261,4586293,1032
TrabajoB,3502,4586293,4587364,1071
TrabajoA,3503,4587364,4588395,1031
TrabajoB,3504,4588395,4589445,1050
TrabajoA,3505,4589445,4590507,1062
TrabajoB,3506,4590507,4591570,1063
TrabajoA,3507,4591570,4592658,1088
TrabajoB,3508,4592658,4593722,1064
TrabajoA,3509,4593722,4594757,1035
TrabajoB,3510,4594757,4595848,1091
TrabajoA,3511,4595848,4597392,1544
TrabajoB,3512,4597392,4598893,1501
TrabajoA,3513,4598893,4600889,1996
TrabajoB,3514,4600889,4602886,1997
TrabajoA,3515,4602886,4604883,1997
TrabajoB,3516,4604883,4606874,1991
TrabajoA,3517,4606874,4608870,1996
TrabajoB,3518,4608870,4610863,1993
TrabajoA,3519,4610863,4612858,1995
TrabajoB,3520,4612858,4614853,1995
TrabajoA,3521,4614853,4616847,1994
TrabajoB,3522,4616847,4618843,1996
TrabajoA,3523,4618843,4619997,1154
TrabajoB,3524,4619997,4621087,1090
TrabajoA,3525,4621087,4622202,1115
TrabajoB,3526,4622202,4623266,1064
TrabajoA,3527,4623266,4624302,1036
TrabajoB,3528,4624302,4625338,1036
TrabajoA,3529,4625338,4626376,1038
TrabajoB,3530,4626376,4627412,1036
TrabajoA,3531,4627412,4628453,1041
TrabajoB,3532,4628453,4629499,1046
TrabajoA,3533,4629499,4630536,1037
TrabajoB,3534,4630536,4631573,1037
TrabajoA,3535,4631573,4632663,1090
TrabajoB,3536,4632663,4633779,1116
TrabajoA,3537,4633779,4634884,1105
TrabajoB,3538,4634884,4635988,1104
TrabajoA,3539,4635988,4637029,1041
TrabajoB,3540,4637029,4638061,1032
TrabajoA,3541,4638061,4639093,1032
TrabajoB,3542,4639093,4640128,1035
TrabajoA,3543,4640128,4641163,1035
TrabajoB,3544,4641163,4642197,1034
TrabajoA,3545,4642197,4643235,1038
TrabajoB,3546,4643235,4644323,1088
TrabajoA,3547,4644323,4645435,1112
TrabajoB,3548,4645435,4646497,1062
TrabajoA,3549,4646497,4647613,1116
TrabajoB,3550,4647613,4649157,1544
TrabajoA,3551,4649157,4650669,1512
TrabajoB,3552,4650669,4652666,1997
TrabajoA,3553,4652666,4654659,1993
TrabajoB,3554,4654659,4656648,1989
TrabajoA,3555,4656648,4658646,1998
TrabajoB,3556,4658646,4660636,1990
TrabajoA,3557,4660636,4662631,1995
TrabajoB,3558,4662631,4664625,1994
TrabajoA,3559,4664625,4666627,2002
TrabajoB,3560,4666627,4668616,1989
TrabajoA,3561,4668616,4670615,1999
TrabajoB,3562,4670615,4671784,1169
TrabajoA,3563,4671784,4672872,1088
TrabajoB,3564,4672872,4673951,1079
TrabajoA,3565,4673951,4674988,1037
TrabajoB,3566,4674988,4676043,1055
TrabajoA,3567,4676043,4677074,1031
TrabajoB,3568,4677074,4678109,1035
TrabajoA,3569,4678109,4679152,1043
TrabajoB,3570,4679152,4680184,1032
TrabajoA,3571,4680184,4681211,1027
TrabajoB,3572,4681211,4682275,1064
TrabajoA,3573,4682275,4683338,1063
TrabajoB,3574,4683338,4684481,1143
TrabajoA,3575,4684481,4685563,1082
TrabajoB,3576,4685563,4686595,1032
TrabajoA,3577,4686595,4687628,1033
TrabajoB,3578,4687628,4688674,1046
TrabajoA,3579,4688674,4689705,1031
TrabajoB,3580,4689705,4690737,1032
TrabajoA,3581,4690737,4691769,1032
TrabajoB,3582,4691769,4692800,1031
TrabajoA,3583,4692800,4693831,1031
TrabajoB,3584,4693831,4694863,1032
TrabajoA,3585,4694863,4695952,1089
TrabajoB,3586,4695952,4697119,1167
TrabajoA,3587,4697119,4698154,1035
TrabajoB,3588,4698154,4699184,1030
TrabajoA,3589,4699184,4700700,1516
TrabajoB,3590,4700700,4702207,1507
TrabajoA,3591,4702207,4704204,1997
TrabajoB,3592,4704204,4706194,1990
TrabajoA,3593,4706194,4708187,1993
TrabajoB,3594,4708187,4710184,1997
TrabajoA,3595,4710184,4712178,1994
TrabajoB,3596,4712178,4713476,1298
TrabajoA,3597,4713476,4714559,1083
TrabajoB,3598,4714559,4715589,1030
TrabajoA,3599,4715589,4716622,1033
TrabajoB,3600,4716622,4717655,1033
TrabajoA,3601,4717655,4718693,1038
TrabajoB,3602,4718693,4719727,1034
TrabajoA,3603,4719727,4720762,1035
TrabajoB,3604,4720762,4721795,1033
TrabajoA,3605,4721795,4722828,1033
TrabajoB,3606,4722828,4723862,1034
TrabajoA,3607,4723862,4724952,1090
TrabajoB,3608,4724952,4726043,1091
TrabajoA,3609,4726043,4727129,1086
TrabajoB,3610,4727129,4728187,1058
TrabajoA,3611,4728187,4729222,1035
TrabajoB,3612,4729222,4730259,1037
TrabajoA,3613,4730259,4731296,1037
TrabajoB,3614,4731296,4732333,1037
TrabajoA,3615,4732333,4733373,1040
TrabajoB,3616,4733373,4734419,1046
TrabajoA,3617,4734419,4735456,1037
TrabajoB,3618,4735456,4736547,1091
TrabajoA,3619,4736547,4737613,1066
TrabajoB,3620,4737613,4738647,1034
TrabajoA,3621,4738647,4739797,1150
TrabajoB,3622,4739797,4740861,1064
TrabajoA,3623,4740861,4741893,1032
TrabajoB,3624,4741893,4743900,2007
TrabajoA,3625,4743900,4745889,1989
TrabajoB,3626,4745889,4747880,1991
TrabajoA,3627,4747880,4749875,1995
TrabajoB,3628,4749875,4751869,1994
TrabajoA,3629,4751869,4753871,2002
TrabajoB,3630,4753871,4755863,1992
TrabajoA,3631,4755863,4757853,1990
TrabajoB,3632,4757853,4759850,1997
TrabajoA,3633,4759850,4761842,1992
TrabajoB,3634,4761842,4763839,1997
TrabajoA,3635,4763839,4765394,1555
TrabajoB,3636,4765394,4766557,1163
TrabajoA,3637,4766557,4767593,1036
TrabajoB,3638,4767593,4768628,1035
TrabajoA,3639,4768628,4769662,1034
TrabajoB,3640,4769662,4770912,1250
TrabajoA,3641,4770912,4771943,1031
